ID,Word,Syllables
8279,astigmatoscope,5
8280,astigmometer,5
8281,astigmometry,5
8282,Aston,2
8283,astonied,3
8284,astonish,3
8285,astonishedly,4
8286,astonisher,4
8287,astonishing,4
8288,astonishingly,5
8289,astonishingness,5
8290,astonishment,4
8291,Astor,2
8292,astound,2
8293,astounding,3
8294,astoundingly,4
8295,Astolat,3
8296,Astoria,4
8297,Astra,2
8298,Astraea,3
8299,Astraean,3
8300,Astraeus,3
8301,astragalar,4
8302,astragalomancy,6
8303,astral,2
8304,astrally,3
8305,Astrangia,4
8306,Astrabacus,4
8307,astrachan,3
8308,astragal,3
8309,Astrakhan,3
8310,astrakhan,3
8311,astraphobia,5
8312,Astrateia,4
8313,Astrea,3
8314,astrict,2
8315,astriction,3
8316,astrictive,3
8317,astrictively,4
8318,astrictiveness,4
8319,Astrid,2
8320,astringe,2
8321,astringed,2
8322,astringing,3
8323,astringent,3
8324,astringently,4
8325,astringency,4
8326,astringer,3
8327,astrionics,4
8328,astrography,4
8329,astroid,2
8330,astrologer,4
8331,astrologist,4
8332,astrology,4
8333,astrometry,4
8334,astronomer,4
8335,astronomy,4
8336,astrobiology,6
8337,astrobotany,5
8338,astrocompass,4
8339,astrocyte,3
8340,astrodome,3
8341,astrodynamics,5
8342,astrogate,3
8343,astrogated,4
8344,astrogating,4
8345,astrogation,4
8346,astrogator,4
8347,astrogeology,6
8348,astrograph,3
8349,astrographic,4
8350,astrolabe,3
8351,astrolabical,5
8352,astrological,5
8353,astrologically,6
8354,astrologian,5
8355,astromancer,4
8356,astromancy,4
8357,astromantic,4
8358,astrometric,4
8359,astronaut,3
8360,Astronauts,3
8361,Astronautarum,5
8362,astronautic,4
8363,astronautics,4
8364,astronautical,5
8365,astronautically,6
8366,astronavigation,6
8367,astronavigator,6
8368,astronomic,4
8369,astronomical,5
8370,astronomical telescope,8
8371,astronomical unit,7
8372,astronomical year,6
8373,astronomically,6
8374,astrophobia,5
8375,astrophotography,6
8376,astrophotographic,6
8377,astrophysics,4
8378,astrophysical,5
8379,astrophysicist,5
8380,astrosphere,3
8381,astute,2
8382,astutely,3
8383,astuteness,3
8384,astucious,3
8385,astuciously,4
8386,astucity,4
8387,Asturian,4
8388,Asturias,4
8389,Astyanax,4
8390,Astydamia,5
8391,Aswan,2
8392,Aswan High Dam,4
8393,Aswn,2
8394,asymptote,3
8395,asymptotic,4
8396,asymptotical,5
8397,asymptotically,6
8398,asyndetic,4
8399,asyndetically,6
8400,at-home,2
8401,Atcheson,3
8402,Atchison,3
8403,ate,1
8404,athar,2
8405,Athabasca,4
8406,Athabascan,4
8407,Athabaska,4
8408,Athabaskan,4
8409,Athalie,3
8410,Athalia,4
8411,Athaliah,4
8412,Athamas,3
8413,athanasia,4
8414,Athanasian,4
8415,Athanasian Creed,5
8416,Athanasius,4
8417,athanor,3
8418,Athapascan,4
8419,Athapaskan,4
8420,Athel,2
8421,Athelbert,3
8422,atheling,3
8423,Athelred,3
8424,Athelstan,3
8425,Athens,2
8426,atherine,3
8427,atheroma,4
8428,atheromas,4
8429,atheromata,5
8430,atherosclerotic,6
8431,atherosclerosis,6
8432,Atherton,3
8433,athenaeum,4
8434,Athenaeum,4
8435,Athenaeus,4
8436,atheneum,4
8437,Atheneum,4
8438,athetoid,3
8439,athetotic,4
8440,athetosic,4
8441,athetosis,4
8442,Athie,2
8443,athlete,2
8444,athlete's foot,3
8445,athletic,3
8446,athletic support,5
8447,athletics,3
8448,athletically,5
8449,athleticism,4
8450,Athol,2
8451,Athos,2
8452,athodyd,3
8453,athonite,3
8454,athrocyte,3
8455,athrocytosis,5
8456,atm,1
8457,att,1
8458,attn,1
8459,attrib,1
8460,atty,1
8461,Attlee,2
8462,atar,2
8463,atabal,3
8464,Atabalipa,5
8465,Atabrine,3
8466,Atabyrian,5
8467,atacamite,4
8468,ataghan,3
8469,Atahualpa,4
8470,Atalanta,4
8471,Atalante,4
8472,ataman,3
8473,atamasco,4
8474,ataractic,4
8475,Atarax,3
8476,ataraxic,4
8477,ataraxia,5
8478,ataraxy,4
8479,Atat,3
8480,atavism,3
8481,atavist,3
8482,atavistic,4
8483,atavistically,6
8484,Atbara,3
8485,atelier,3
8486,ateliers,3
8487,atebrin,3
8488,atelectatic,5
8489,atelectasis,5
8490,ating,2
8491,Atila,3
8492,Atkins,2
8493,Atkinson,3
8494,Atlanta,3
8495,atlantad,3
8496,atlantal,3
8497,atlantes,3
8498,Atlantean,4
8499,Atlantic,3
8500,Atlantic Charter,5
8501,Atlantic City,5
8502,Atlantic Intracoastal Waterway,10
8503,Atlantic Ocean,5
8504,Atlantic Provinces,6
8505,Atlantic Standard Time,6
8506,Atlantis,3
8507,Atlas,2
8508,atlas,2
8509,Atlas Mountains,4
8510,atlases,3
8511,Atli,2
8512,atma,2
8513,atman,2
8514,atmidometer,5
8515,atmolysis,4
8516,atmometer,4
8517,atmometry,4
8518,Atmore,2
8519,atmosphere,3
8520,atmosphereless,4
8521,atmospheric,4
8522,atmospheric perspective,7
8523,atmospheric pressure,6
8524,atmospherics,4
8525,atmospherical,5
8526,atmospherically,6
8527,atmophile,3
8528,atoll,2
8529,atom,2
8530,atom bomb,3
8531,atom smasher,4
8532,atom-bomb,3
8533,atomise,3
8534,atomised,3
8535,atomism,3
8536,atomist,3
8537,atomiser,4
8538,atomising,4
8539,atomistic,4
8540,atomistical,5
8541,atomistically,6
8542,atomize,3
8543,atomized,3
8544,atomizer,4
8545,atomizing,4
8546,atomization,5
8547,atomicity,5
8548,atomy,3
8549,atonicity,5
8550,atony,3
8551,atrabiliar,4
8552,atrabilious,4
8553,atrabiliousness,5
8554,atrabiliar,5
8555,atrichosis,4
8556,atroceruleous,6
8557,atroceruleus,6
8558,atrocoeruleus,6
8559,Atropatene,5
8560,atrophied,3
8561,atrophy,3
8562,atrophying,4
8563,atropin,3
8564,atropine,3
8565,atropinism,4
8566,atropism,3
8567,Atropos,3
8568,attach,2
8569,attached,2
8570,attachable,4
8571,attacher,3
8572,attachment,3
8573,attack,2
8574,attackable,4
8575,attacker,3
8576,attacca,3
8577,attain,2
8578,attaint,2
8579,attainability,6
8580,attainable,4
8581,attainableness,5
8582,attainder,3
8583,attainer,3
8584,attainment,3
8585,attainture,3
8586,Attalla,3
8587,attar,2
8588,attabal,3
8589,attaboy,3
8590,attach,3
8591,attach,3
8592,attachs,3
8593,attapulgite,4
8594,attempt,2
8595,attemptability,6
8596,attemptable,4
8597,attempter,3
8598,attemper,3
8599,attemperator,5
8600,attend,2
8601,attendance,3
8602,attendance allowance,6
8603,attendance centre,5
8604,attendant,3
8605,attendantly,4
8606,attender,3
8607,attending,3
8608,attendingly,4
8609,attent,2
8610,attently,3
8611,Attenborough,4
8612,attention,3
8613,attention-getting,5
8614,attentional,4
8615,attentive,3
8616,attentively,4
8617,attentiveness,4
8618,attenuant,4
8619,attenuate,4
8620,attenuated,5
8621,attenuating,5
8622,attenuation,5
8623,attenuator,5
8624,attest,2
8625,attestant,3
8626,attestable,4
8627,attested,3
8628,attester,3
8629,attestation,4
8630,attestative,4
8631,attestator,4
8632,attestive,3
8633,attestor,3
8634,Attic,2
8635,attic,2
8636,Attic order,4
8637,Attic salt,3
8638,Attila,3
8639,attingence,3
8640,attingent,3
8641,attingency,4
8642,attire,2
8643,attired,2
8644,attirement,3
8645,attiring,3
8646,Attis,2
8647,Attica,3
8648,Atticise,3
8649,atticise,3
8650,Atticised,3
8651,atticism,3
8652,Atticism,3
8653,Atticist,3
8654,atticist,3
8655,Atticising,4
8656,Atticize,3
8657,atticize,3
8658,Atticized,3
8659,Atticizing,4
8660,Attila,3
8661,attitude,3
8662,attitudinal,5
8663,attitudinarian,7
8664,attitudinarianism,8
8665,attitudinise,5
8666,attitudinised,5
8667,attitudinising,6
8668,attitudinize,5
8669,attitudinized,5
8670,attitudinizer,6
8671,attitudinizing,6
8672,Attius,3
8673,Attleboro,4
8674,attorn,2
8675,attornment,3
8676,attorney,3
8677,attorney general,6
8678,Attorney General,6
8679,attorney-at-law,5
8680,attorney-in-fact,5
8681,attorneys-at-law,5
8682,attorneys-in-fact,5
8683,attorneyship,4
8684,attract,2
8685,attractant,3
8686,attractable,4
8687,attractableness,5
8688,attracter,3
8689,attractingly,4
8690,attraction,3
8691,attraction sphere,4
8692,attractionally,5
8693,attractive,3
8694,attractively,4
8695,attractiveness,4
8696,attractor,3
8697,attrahent,3
8698,attribute,3
8699,attributable,5
8700,attributed,4
8701,attributer,4
8702,attributing,4
8703,attributive,4
8704,attributively,5
8705,attributiveness,5
8706,attributor,4
8707,attrite,2
8708,attriteness,3
8709,attrited,3
8710,attriting,3
8711,attribution,4
8712,attrition,3
8713,attritional,4
8714,attritive,3
8715,Attu,2
8716,attune,2
8717,attuned,2
8718,attuning,3
8719,Atwater,3
8720,atweel,2
8721,au courant,3
8722,au gratin,3
8723,au naturel,4
8724,au revoir,3
8725,Auckland,2
8726,Auckland Islands,4
8727,auction,2
8728,auction bridge,3
8729,auctionary,4
8730,auctioneer,3
8731,auctorial,4
8732,aud,1
8733,Audhumbla,3
8734,Audhumla,3
8735,Audley,2
8736,auf Wiedersehen,5
8737,Aufklrung,3
8738,Aufklrung,3
8739,aug,1
8740,aught,1
8741,aughtlins,2
8742,Augsburg,2
8743,augment,2
8744,augmentable,4
8745,augmentative,4
8746,augmented,3
8747,augmenter,3
8748,augmentation,4
8749,augmentatively,5
8750,augmentor,3
8751,auk,1
8752,auklet,2
8753,auld,1
8754,aummbulatory,5
8755,aumbry,2
8756,aune,1
8757,aunt,1
8758,Aunt Sally,3
8759,auntie,2
8760,auntie man,3
8761,aunties,2
8762,auntlike,2
8763,aunty,2
8764,aurous,2
8765,Auschwitz,2
8766,auscultate,3
8767,auscultated,4
8768,auscultating,4
8769,auscultation,4
8770,auscultative,4
8771,auscultator,4
8772,ausforming,3
8773,Ausgleich,2
8774,Ausgleiche,3
8775,Auslese,3
8776,Auslnder,3
8777,auspex,2
8778,auspice,2
8779,auspices,3
8780,auspicate,3
8781,auspicated,4
8782,auspicating,4
8783,auspices,3
8784,auspicial,3
8785,auspicious,3
8786,auspiciously,4
8787,auspiciousness,4
8788,Aussie,2
8789,austemper,3
8790,Austen,2
8791,austenite,3
8792,austenitic,4
8793,austenitic stainless steel,7
8794,austenitize,4
8795,austenitized,4
8796,austenitizing,5
8797,Auster,2
8798,austere,2
8799,austerely,3
8800,austereness,3
8801,austerity,4
8802,Austerlitz,3
8803,Austin,2
8804,austral,2
8805,Austral Islands,4
8806,Australasia,4
8807,Australasian,4
8808,Australasia,5
8809,Australia,3
8810,Australian,3
8811,Australia,4
8812,Australia Day,5
8813,Australian,4
8814,Australian Alps,5
8815,Australian Antarctic Territory,11
8816,Australian Capital Territory,11
8817,Australian Rules,5
8818,Australian terrier,7
8819,Australianise,5
8820,Australianism,5
8821,Australianize,5
8822,Australiana,5
8823,Australorp,3
8824,Australe,3
8825,australite,3
8826,Australioid,4
8827,Australoid,3
8828,Australopithecine,6
8829,australopithecine,6
8830,Australopithecus,6
8831,Austrasia,3
8832,austringer,3
8833,Austria,3
8834,Austria-Hungary,6
8835,Austrian,3
8836,Austro-Asiatic,6
8837,Austro-Hungarian,6
8838,Austroasiatic,6
8839,Austronesia,4
8840,Austronesian,4
8841,auth,1
8842,authoress,3
8843,auto,1
8844,autecologic,5
8845,autecologically,7
8846,autecology,5
8847,aux,1
8848,auxanometer,5
8849,auxetic,3
8850,auxesis,3
8851,auxiliaries,4
8852,auxiliary,4
8853,auxiliary note,5
8854,auxiliary power unit,8
8855,auxiliary verb,5
8856,auxin,2
8857,auxilytic,4
8858,auximone,3
8859,Auxo,2
8860,auxocardia,5
8861,auxochrome,3
8862,auxochromic,4
8863,aubade,2
8864,aubades,2
8865,Aubanel,3
8866,Auber,2
8867,auberge,2
8868,aubergine,3
8869,aubergiste,3
8870,Auberon,3
8871,Aubervilliers,4
8872,Aubin,2
8873,Aubrey,2
8874,aubretia,3
8875,aubrietia,3
8876,auburn,2
8877,Auburn,2
8878,Aubusson,3
8879,Aubyn,2
8880,audacity,4
8881,audacious,3
8882,audaciously,4
8883,audaciousness,4
8884,Auden,2
8885,Audi,2
8886,Audie,2
8887,audile,2
8888,audit,2
8889,audibility,5
8890,audible,3
8891,audibleness,4
8892,audibly,3
8893,audience,3
8894,audience-proof,4
8895,audient,3
8896,audio,3
8897,audio frequency,6
8898,audio-visual,6
8899,audiology,5
8900,audiometer,5
8901,audiometry,5
8902,audion,3
8903,audiogenic,5
8904,audiogram,4
8905,audiometric,5
8906,audiometrically,7
8907,audiophile,4
8908,audiotypist,5
8909,audiovisual,6
8910,audiphone,3
8911,audition,3
8912,auditive,3
8913,auditor,3
8914,auditorship,4
8915,auditoria,5
8916,auditorially,6
8917,auditorily,5
8918,auditorium,5
8919,auditoriums,5
8920,auditory,4
8921,auditress,3
8922,Audrey,2
8923,Audubon,3
8924,Auer,2
8925,Auerbach,3
8926,Auge,2
8927,augend,2
8928,auger,2
8929,Auger effect,4
8930,Augean,3
8931,Augean stables,5
8932,Augeas,3
8933,Augier,2
8934,augite,2
8935,augitic,3
8936,augur,2
8937,august,2
8938,August,2
8939,Auguste,2
8940,augustly,3
8941,augustness,3
8942,Augusta,3
8943,Augustan,3
8944,Augustales,4
8945,Augustine,3
8946,Augustinism,4
8947,Augustinian,5
8948,Augustinianism,6
8949,Augustus,3
8950,augural,3
8951,augury,3
8952,Aulard,2
8953,aulic,2
8954,Aulic Council,4
8955,Aulis,2
8956,aulos,2
8957,aulophyte,3
8958,aumildar,3
8959,aura,2
8960,Aura,2
8961,aurae,2
8962,aural,2
8963,Aural,2
8964,aurally,3
8965,Aurangzeb,3
8966,aurar,2
8967,auras,2
8968,auramine,3
8969,Aurelia,3
8970,aureate,3
8971,aureately,4
8972,aureateness,4
8973,aurei,3
8974,aurelia,4
8975,aurelian,4
8976,Aurelian,4
8977,Aurelius,4
8978,aureole,3
8979,aureola,4
8980,aureolin,4
8981,aureoline,4
8982,Aureomycin,5
8983,aureus,3
8984,auric,2
8985,Auric,2
8986,auricula,4
8987,auricular,4
8988,auricularia,6
8989,auriculariae,6
8990,auricularly,5
8991,auriculate,4
8992,auriculately,5
8993,auriculated,5
8994,auriculoventricular,8
8995,auriferous,4
8996,aurific,3
8997,Aurignacian,4
8998,Auriol,2
8999,aurist,2
9000,auricle,3
9001,auricled,3
9002,aurified,3
9003,aurification,5
9004,auriform,3
9005,aurify,3
9006,aurifying,4
9007,Auriga,3
9008,auriga,3
9009,Aurignac,3
9010,Aurignacian,4
9011,auriscope,3
9012,auriscopic,4
9013,auriscopically,6
9014,aurochs,2
9015,Aurora,3
9016,aurora,3
9017,aurora australis,6
9018,aurora borealis,7
9019,auroral,3
9020,aurorally,4
9021,aurorean,4
9022,Aurum,2
9023,aurum,2
9024,Aurungzeb,3
9025,Ausable,3
9026,Ausonius,4
9027,autarch,2
9028,autarchic,3
9029,autarchist,3
9030,autarchical,4
9031,autarchically,5
9032,autarchy,3
9033,autarkic,3
9034,autarkist,3
9035,autarkical,4
9036,autarkically,5
9037,autarky,3
9038,autacoid,3
9039,autacoidal,4
9040,Auteuil,2
9041,auteur,2
9042,autecious,3
9043,auteciously,4
9044,auteciousness,4
9045,autecism,3
9046,authentic,3
9047,authenticity,5
9048,authentical,4
9049,authentically,5
9050,authenticate,4
9051,authenticated,5
9052,authentication,5
9053,authenticator,5
9054,authigenic,4
9055,author,2
9056,authors,2
9057,authoress,3
9058,authorise,3
9059,authorised,3
9060,authoriser,4
9061,authorising,4
9062,authorize,3
9063,authorized,3
9064,Authorized Version,5
9065,authorizable,5
9066,authorizer,4
9067,authorisation,5
9068,authoritarian,6
9069,authoritarianism,7
9070,authoritative,5
9071,authoritatively,6
9072,authoritativeness,6
9073,authority,4
9074,authorization,5
9075,authorless,3
9076,authorship,3
9077,authorial,4
9078,autism,2
9079,autist,2
9080,autistic,3
9081,auto,2
9082,auto-alarm,4
9083,auto-da-f,4
9084,auto-da-f,4
9085,auto-infection,5
9086,auto-inoculability,9
9087,auto-inoculable,7
9088,auto-inoculation,7
9089,auto-rickshaw,4
9090,autochthon,3
9091,autochthons,3
9092,autochthonic,4
9093,autochthonal,4
9094,autochthones,4
9095,autochthonism,4
9096,autochthonous,4
9097,autochthonously,5
9098,autochthonousness,5
9099,autochthony,4
9100,autocracy,4
9101,autoecious,3
9102,autoeciously,4
9103,autoeciousness,4
9104,autoecism,3
9105,autogamous,4
9106,autogamy,4
9107,autogenous,4
9108,autogenously,5
9109,autogeny,4
9110,autography,4
9111,autoicous,3
9112,Autolycus,4
9113,autolysis,4
9114,automata,4
9115,automatise,4
9116,automatism,4
9117,automatist,4
9118,automatize,4
9119,automaton,4
9120,automatous,4
9121,Automedon,4
9122,autonomist,4
9123,autonomous,4
9124,autonomously,5
9125,autonomy,4
9126,Autono,4
9127,autopsic,3
9128,autopsist,3
9129,autopsical,4
9130,autopsy,3
9131,autos-da-f,4
9132,autotomise,4
9133,autotomised,4
9134,autotomising,5
9135,autotomize,4
9136,autotomized,4
9137,autotomizing,5
9138,autotomy,4
9139,autotrophy,4
9140,autoxidation,5
9141,autoxidation-reduction,8
9142,autoantibody,6
9143,autobahn,3
9144,autobahns,3
9145,autobahnen,4
9146,autobiographer,6
9147,autobiography,6
9148,autobiographic,6
9149,autobiographical,7
9150,autobiographically,8
9151,autobus,3
9152,autobuses,4
9153,autobusses,4
9154,autocade,3
9155,autocatalytic,6
9156,autocatalytically,8
9157,autocatalysis,6
9158,autocatharsis,5
9159,autocephalous,5
9160,autocephaly,5
9161,autochanger,4
9162,autochrome,3
9163,autochromy,4
9164,autoclave,3
9165,autoclaved,3
9166,autoclaving,4
9167,autocoid,3
9168,autocollimation,6
9169,autocollimator,6
9170,autocorrelation,6
9171,autocrat,3
9172,autocratic,4
9173,autocratical,5
9174,autocratically,6
9175,autocross,3
9176,autocue,3
9177,autocycle,4
9178,autodidactically,6
9179,autodidact,4
9180,autodidactic,5
9181,autodyne,3
9182,autodyne reception,6
9183,autoerotism,5
9184,autoerotic,5
9185,autoerotically,7
9186,autoeroticism,6
9187,autogamic,4
9188,autogenesis,5
9189,autogenetic,5
9190,autogenetically,7
9191,autogiro,4
9192,autograft,3
9193,autograph,3
9194,autographic,4
9195,autographically,6
9196,autogyro,4
9197,Autoharp,3
9198,autoharp,3
9199,autohypnotic,5
9200,autohypnotically,7
9201,autohypnosis,5
9202,autoignition,5
9203,autoimmune,4
9204,autoinfection,5
9205,autoinoculation,7
9206,autointoxication,7
9207,autoist,3
9208,autoionisation,7
9209,autoionization,7
9210,autokinetic,5
9211,autokinetic phenomenon,9
9212,autokinesis,5
9213,autolithography,6
9214,autoloading,4
9215,autolyse,3
9216,autolytic,4
9217,autolyze,3
9218,autolyzed,3
9219,autolyzing,4
9220,autolysin,4
9221,automat,3
9222,automate,3
9223,automated,4
9224,automatic,4
9225,automatic gain control,7
9226,automatic pilot,6
9227,automatic transmission,7
9228,automatic typesetting,7
9229,automatictacessing,7
9230,automating,4
9231,automatically,6
9232,automatograph,5
9233,automaticity,6
9234,automation,4
9235,automechanism,5
9236,automorphic,4
9237,automorphism,4
9238,automorphically,6
9239,automobile,4
9240,automobilist,5
9241,automotive,4
9242,autonomic,4
9243,autonomic nervous system,8
9244,autonomical,5
9245,autonomically,6
9246,autonym,3
9247,autooxidation,6
9248,autophyte,3
9249,autophytic,4
9250,autophytically,6
9251,autopista,4
9252,autopilot,4
9253,autoplast,3
9254,autoplastic,4
9255,autoplasty,4
9256,autopolyploid,5
9257,autopolyploidy,6
9258,Autopositive,5
9259,autopotamic,5
9260,autoput,3
9261,autoradiography,7
9262,autoradiograph,6
9263,autoreflection,5
9264,autoroute,3
9265,autorotation,5
9266,autosome,3
9267,autostability,6
9268,autostoper,4
9269,autostrada,4
9270,autosuggestibility,8
9271,autosuggestible,6
9272,autosuggestion,5
9273,autosuggestionist,6
9274,autosuggestive,5
9275,autotelic,4
9276,autotelism,4
9277,autotimer,4
9278,autotomic,4
9279,autotoxaemia,6
9280,autotoxemia,6
9281,autotoxic,4
9282,autotoxin,4
9283,autotoxicosis,6
9284,autotransformer,5
9285,autotransformer,5
9286,autotransplant,4
9287,autotroph,3
9288,autotrophic,4
9289,autotrophically,6
9290,autotruck,3
9291,autotype,3
9292,autotypic,4
9293,autotypy,4
9294,autumn,2
9295,autumn crocus,4
9296,autumnal,3
9297,autumnal equinox,6
9298,autumnally,4
9299,Autumni,3
9300,autunite,3
9301,Auvergne,2
9302,Auwers,2
9303,Auzout,2
9304,avdp,1
9305,ave,1
9306,Avebury,3
9307,avg,1
9308,avn,1
9309,avoir,1
9310,Avallon,3
9311,avadavat,4
9312,avalanche,3
9313,avalanched,3
9314,avalanching,4
9315,Avalon,3
9316,Avalon Peninsula,7
9317,avarice,3
9318,avaricious,4
9319,avariciously,5
9320,avariciousness,5
9321,avatar,3
9322,avens,2
9323,aventail,3
9324,Aventine,3
9325,average,3
9326,average deviation,7
9327,averaged,3
9328,averagely,4
9329,averaging,4
9330,Averrhoism,4
9331,Averrhoist,4
9332,Averrhoistic,5
9333,Averroism,4
9334,Averroist,4
9335,Averroistic,5
9336,Averyl,3
9337,Aveline,3
9338,Avelina,4
9339,avenaceous,4
9340,avenue,3
9341,avid,2
9342,avidly,3
9343,Avicenna,4
9344,avidin,3
9345,avigation,4
9346,avigator,4
